,Enrichment,FuelTemperature,WaterTemperature,Pitch,FuelRadius,WaterDensity,Keff,Std_dev
3823,4.25,1081.6,596.403126,1.234,0.357,0.67,1.4216,0.00039
3824,7.25,954.5,339.253221,1.002,0.314,0.986,1.51371,0.00042
3825,6.9,674.0,589.644747,1.676,0.511,0.688,1.51495,0.00039
3826,4.75,1050.5,443.126461,1.703,0.748,0.906,1.20153,0.0004
3827,4.88,1782.2,519.259717,1.746,0.665,0.817,1.3343,0.00045
3828,8.16,877.8,345.369734,1.537,0.554,0.983,1.49216,0.0004
3829,3.24,447.8,310.359229,1.822,0.756,1.0,1.28291,0.00041
3830,1.9,1650.3,370.593025,1.405,0.228,0.967,0.93909,0.00032
3831,4.0,995.7,579.595471,1.276,0.525,0.712,1.15318,0.0004
3832,1.12,593.4,417.761264,1.772,0.673,0.93,1.06421,0.00039
3833,8.97,1413.9,473.58571,1.287,0.529,0.874,1.3125,0.00041
3834,7.78,1729.6,327.208064,1.567,0.335,0.993,1.57491,0.00039
3835,1.6,1484.5,368.052307,1.684,0.425,0.969,1.14119,0.00037
3836,5.34,1074.8,450.448784,1.044,0.304,0.899,1.48396,0.00036
3837,8.48,1262.4,565.616547,1.563,0.464,0.741,1.54057,0.00033
3838,1.04,1272.7,385.077773,1.821,0.339,0.957,0.75229,0.00031
3839,2.41,1644.7,347.178168,1.939,0.449,0.982,1.25705,0.00039
3840,8.21,777.6,312.209924,1.248,0.306,0.999,1.60837,0.00034
3841,4.5,1332.6,400.778378,1.1,0.319,0.944,1.45959,0.00043
3842,8.54,392.4,309.63887,1.508,0.371,1.0,1.62746,0.00034
3843,3.08,1472.5,539.152341,1.727,0.468,0.787,1.39427,0.00038
3844,7.19,1194.6,311.972691,1.817,0.638,0.999,1.50665,0.00039
3845,2.42,393.4,305.409463,1.857,0.783,1.001,1.21746,0.00045
3846,2.21,910.3,544.848239,1.438,0.603,0.778,1.07371,0.00042
3847,6.77,1738.4,589.345046,1.092,0.346,0.689,1.41427,0.00042
3848,4.48,410.6,401.479571,1.149,0.462,0.944,1.28928,0.00038
3849,7.23,1055.4,579.739919,1.606,0.534,0.711,1.46226,0.00035
3850,4.26,1056.0,583.146849,1.725,0.533,0.704,1.43461,0.00038
3851,8.21,1386.4,573.311939,1.063,0.408,0.725,1.29618,0.00039
3852,7.84,1172.1,488.405528,1.123,0.425,0.857,1.36044,0.00035
3853,1.56,1682.3,539.05568,1.673,0.402,0.787,1.1438,0.00037
3854,3.23,690.6,369.880264,1.952,0.645,0.967,1.41534,0.0004
3855,5.66,1039.4,353.702595,1.079,0.31,0.978,1.51396,0.00037
3856,2.75,486.2,329.329025,1.432,0.405,0.992,1.37543,0.00037
3857,5.67,617.6,561.71769,1.705,0.368,0.748,1.54552,0.00036
3858,8.24,1385.7,569.825158,1.824,0.391,0.732,1.60537,0.00039
3859,7.29,903.4,595.224088,1.516,0.582,0.673,1.33379,0.00039
3860,4.47,828.0,435.138042,1.107,0.471,0.914,1.1693,0.00043
3861,3.17,1333.3,501.819072,1.49,0.425,0.84,1.39725,0.0004
3862,3.4,1078.7,576.157197,1.112,0.478,0.719,1.03142,0.00041
3863,4.65,1450.0,468.976934,1.922,0.378,0.879,1.43151,0.00038
3864,4.16,1720.0,328.486,1.076,0.442,0.992,1.19957,0.00042
3865,1.59,1172.8,355.408909,1.202,0.28,0.977,1.10579,0.00043
3866,3.04,1495.5,365.737918,1.164,0.207,0.97,1.21174,0.00037
3867,1.02,1580.2,423.826455,1.716,0.76,0.924,0.87762,0.00039
3868,1.17,1438.3,540.221775,1.919,0.702,0.785,1.06755,0.00038
3869,1.43,1435.5,439.99998,1.485,0.601,0.909,1.04493,0.00039
3870,7.93,1591.1,439.718192,1.31,0.371,0.909,1.55966,0.00042
3871,4.19,788.9,589.835217,1.652,0.707,0.687,1.14939,0.00042
3872,6.72,951.0,301.12058,1.144,0.244,1.003,1.55294,0.00037
3873,1.19,714.3,595.320647,1.106,0.212,0.673,0.94506,0.00031
3874,3.74,827.8,513.654621,1.385,0.424,0.824,1.42102,0.00042
3875,4.31,720.7,436.468767,1.839,0.383,0.913,1.43696,0.00036
3876,1.24,1539.5,374.816275,1.948,0.871,0.964,0.93979,0.00044
3877,5.05,749.4,364.337094,1.922,0.413,0.971,1.48602,0.00041
3878,8.75,1368.5,306.23091,1.105,0.221,1.001,1.59284,0.00037
3879,7.68,926.5,430.024299,1.78,0.44,0.919,1.60287,0.00038
3880,7.88,1030.9,465.4582,1.45,0.581,0.883,1.35639,0.00038
3881,4.18,1189.1,383.345954,1.949,0.849,0.958,1.22747,0.00044
3882,5.48,1344.8,526.999391,1.386,0.505,0.805,1.36413,0.00039
3883,8.71,925.5,463.8699,1.317,0.469,0.885,1.46286,0.00039
3884,8.46,618.0,343.710948,1.437,0.641,0.984,1.27927,0.00039
3885,1.86,1750.4,510.192536,1.488,0.604,0.829,1.0833,0.00046
3886,3.83,1199.0,338.154131,1.569,0.645,0.987,1.2657,0.00042
3887,3.99,1701.7,540.793115,1.563,0.309,0.784,1.40752,0.00042
3888,4.79,1196.7,538.921642,1.759,0.396,0.787,1.49781,0.00039
3889,6.18,1639.9,567.791628,1.373,0.575,0.736,1.19832,0.00045
3890,1.2,712.6,399.342204,1.473,0.465,0.945,1.10396,0.00044
3891,1.82,1586.9,333.408899,1.154,0.206,0.989,0.98463,0.00034
3892,5.31,1290.0,313.093429,1.127,0.375,0.999,1.44721,0.00042
3893,1.99,1582.2,527.889101,1.452,0.607,0.804,1.04937,0.00042
3894,2.19,894.7,425.165608,1.916,0.709,0.923,1.2699,0.00047
3895,7.29,851.4,586.181055,1.581,0.452,0.696,1.53988,0.00039
3896,2.12,703.3,573.743354,1.839,0.387,0.724,1.22571,0.00043
3897,3.14,621.3,476.986076,1.51,0.578,0.87,1.28982,0.00044
3898,6.28,891.8,390.682778,1.054,0.366,0.952,1.43589,0.00041
3899,7.33,1649.2,370.022819,1.185,0.328,0.967,1.55409,0.00039
3900,8.78,881.3,342.050451,1.376,0.457,0.985,1.53876,0.00035
3901,1.13,1600.7,427.526032,1.943,0.42,0.921,0.90149,0.00034
3902,4.08,724.1,504.185054,1.287,0.202,0.837,1.30482,0.00035
3903,8.39,891.0,508.298113,1.109,0.467,0.832,1.25548,0.00039
3904,7.88,850.4,377.769035,1.912,0.718,0.962,1.4782,0.00044
3905,5.9,842.8,469.195821,1.184,0.389,0.879,1.4631,0.00038
3906,1.4,1712.1,488.178466,1.074,0.396,0.857,1.05497,0.00042
3907,8.55,549.6,412.518291,1.517,0.303,0.934,1.60501,0.00044
3908,4.08,638.6,348.15969,1.466,0.454,0.981,1.4696,0.00038
3909,4.11,1571.2,410.787771,1.503,0.394,0.936,1.46126,0.00042
3910,1.44,1037.7,377.31204,1.919,0.359,0.962,0.9043,0.00034
3911,6.46,909.7,486.40243,1.838,0.54,0.859,1.55305,0.00037
3912,3.05,1689.9,418.524596,1.233,0.334,0.929,1.36915,0.00044
3913,4.34,937.7,540.101894,1.971,0.716,0.785,1.38137,0.00044
3914,6.76,1296.3,420.540446,1.023,0.281,0.927,1.53582,0.00043
3915,8.21,1116.2,371.309123,1.093,0.232,0.966,1.5929,0.00038
3916,6.23,1078.2,330.742032,1.792,0.422,0.991,1.55043,0.00036
3917,5.11,1058.9,401.886939,1.86,0.8,0.943,1.26654,0.00041
3918,5.56,1513.3,583.528109,1.914,0.694,0.703,1.37527,0.00043
3919,7.27,574.9,369.560746,1.011,0.334,0.968,1.49597,0.00038
3920,6.54,389.7,300.158042,1.735,0.789,1.003,1.25787,0.00041
3921,8.98,1112.0,563.885488,1.805,0.311,0.744,1.59584,0.00033
3922,5.85,1203.8,377.506899,1.317,0.371,0.962,1.5297,0.00043
3923,2.48,819.4,334.472007,1.127,0.371,0.989,1.31647,0.0004
3924,3.73,822.8,587.386442,1.427,0.576,0.693,1.18484,0.00041
3925,3.85,1260.9,303.451065,1.493,0.451,1.002,1.44552,0.0004
3926,4.64,1249.2,488.63141,1.546,0.694,0.856,1.11963,0.00041
3927,7.0,713.1,463.92368,1.266,0.352,0.885,1.56267,0.00044
3928,2.36,1482.7,437.187444,1.533,0.536,0.912,1.28188,0.00039
3929,3.28,718.3,364.077254,1.044,0.301,0.971,1.40686,0.00039
3930,4.24,621.5,384.443821,1.27,0.308,0.957,1.47107,0.00039
3931,3.6,1165.0,563.657035,1.023,0.272,0.744,1.40232,0.0004
3932,6.96,1443.8,374.447205,1.795,0.317,0.964,1.49177,0.00042
3933,5.49,1593.7,591.635305,1.574,0.307,0.683,1.50953,0.00041
3934,4.26,693.0,573.639151,1.44,0.231,0.725,1.36854,0.00036
3935,2.77,548.1,487.089347,1.259,0.349,0.858,1.37398,0.00039
3936,2.69,1375.1,505.949107,1.925,0.356,0.835,1.22118,0.00035
3937,3.06,798.5,319.194088,1.278,0.516,0.996,1.23835,0.00044
3938,4.55,634.3,547.999966,1.931,0.661,0.772,1.43217,0.00039
3939,6.39,858.3,539.839815,1.427,0.388,0.786,1.54601,0.0004
3940,7.29,1003.0,304.246881,1.578,0.578,1.002,1.47169,0.00038
3941,4.58,1656.1,571.376684,1.327,0.356,0.729,1.46121,0.00047
3942,6.8,915.6,570.985285,1.832,0.635,0.73,1.45222,0.00038
3943,7.43,1088.8,569.907562,1.812,0.727,0.732,1.32957,0.0004
3944,2.03,924.2,412.562011,1.23,0.274,0.934,1.18598,0.00044
3945,5.45,1177.7,369.036379,1.606,0.593,0.968,1.42145,0.00042
3946,1.98,777.6,514.928745,1.191,0.213,0.823,1.08772,0.00036
3947,5.87,1456.8,537.49276,1.176,0.462,0.789,1.26537,0.00044
3948,1.96,1519.2,394.604549,1.624,0.303,0.949,1.06734,0.00034
3949,3.05,1158.9,423.196415,1.866,0.663,0.925,1.35238,0.00037
3950,4.17,1569.5,532.499438,1.56,0.672,0.797,1.1439,0.00041
3951,2.83,596.6,510.679753,1.513,0.437,0.828,1.37865,0.00041
3952,1.26,1302.6,397.477813,1.555,0.29,0.947,0.87592,0.00034
3953,5.65,1045.0,549.986183,1.046,0.409,0.769,1.25154,0.00042
3954,2.07,1607.5,596.306681,1.475,0.346,0.67,1.25083,0.00044
3955,1.82,754.9,584.989253,1.369,0.51,0.699,1.12971,0.00041
3956,3.05,1198.2,536.093731,1.829,0.79,0.792,1.12002,0.0004
3957,5.22,1375.1,586.777931,1.053,0.283,0.695,1.46213,0.00043
3958,2.42,338.8,304.521377,1.723,0.621,1.002,1.33028,0.00044
3959,1.87,893.4,506.746352,1.717,0.776,0.834,0.97555,0.00046
3960,8.8,993.7,422.654327,1.297,0.35,0.925,1.59915,0.00038
3961,8.58,1135.7,336.049979,1.685,0.58,0.988,1.52991,0.00038
3962,7.08,715.3,305.366005,1.644,0.612,1.001,1.46988,0.00035
3963,5.17,1786.6,335.992125,1.659,0.511,0.988,1.49716,0.00039
3964,3.59,1646.9,416.793502,1.607,0.615,0.931,1.30864,0.00044
3965,9.0,878.2,499.481288,1.83,0.659,0.843,1.48756,0.00038
3966,2.28,1151.9,486.367058,1.474,0.478,0.859,1.29359,0.00041
3967,1.89,1075.5,576.417473,1.801,0.75,0.719,1.06095,0.00038
3968,8.65,569.9,558.642322,1.825,0.597,0.754,1.53116,0.00036
3969,7.71,456.1,436.221676,1.917,0.339,0.913,1.53798,0.00038
3970,3.34,667.7,538.224488,1.559,0.367,0.788,1.4114,0.00037
3971,5.35,801.6,506.203948,1.678,0.532,0.834,1.49054,0.00043
3972,8.84,1082.5,566.460375,1.208,0.441,0.739,1.38504,0.00034
3973,3.25,1797.7,325.471324,1.174,0.321,0.993,1.39386,0.00042
3974,3.05,957.0,360.33236,1.133,0.378,0.974,1.35573,0.00041
3975,6.23,754.6,483.088984,1.289,0.545,0.863,1.24593,0.00041
3976,3.42,974.1,308.162574,1.891,0.838,1.001,1.18299,0.00038
3977,1.79,1078.4,431.920683,1.569,0.294,0.917,1.03703,0.00042
3978,7.62,732.8,430.321374,1.453,0.259,0.918,1.54546,0.00036
3979,5.71,821.1,492.797407,1.92,0.423,0.851,1.53741,0.00037
3980,4.52,901.9,441.774926,1.443,0.621,0.907,1.19962,0.00036
3981,8.17,1769.8,497.780579,1.881,0.486,0.845,1.59557,0.0004
3982,6.9,813.1,418.455519,1.738,0.537,0.929,1.55425,0.00041
3983,3.64,716.8,491.475592,1.693,0.324,0.853,1.35591,0.00039
3984,2.47,1774.9,331.269028,1.086,0.309,0.991,1.31151,0.00042
3985,8.01,420.3,319.899659,1.638,0.55,0.996,1.55741,0.00035
3986,1.61,904.4,380.156161,1.07,0.378,0.96,1.15695,0.0004
3987,1.08,683.1,334.467735,1.467,0.537,0.989,1.06911,0.00033
3988,8.84,1610.9,390.314112,1.057,0.379,0.953,1.42578,0.00043
3989,8.85,1235.2,490.430665,1.077,0.402,0.854,1.3776,0.00043
3990,6.48,1389.3,342.088155,1.639,0.507,0.985,1.53663,0.00042
3991,4.88,504.0,427.29722,1.586,0.203,0.921,1.19619,0.00037
3992,3.97,1280.1,349.200177,1.5,0.323,0.981,1.41263,0.00035
3993,3.6,1657.6,358.560134,1.472,0.448,0.975,1.42184,0.00039
3994,7.08,723.6,385.954009,1.931,0.516,0.956,1.59302,0.00038
3995,3.53,1025.2,530.58848,1.588,0.614,0.8,1.27151,0.00048
3996,4.62,829.2,491.630856,1.566,0.713,0.853,1.11154,0.00039
3997,6.24,729.2,395.159178,1.977,0.517,0.949,1.56975,0.00034
3998,7.46,1286.7,393.988675,1.738,0.777,0.95,1.25232,0.00041
3999,2.12,716.9,399.589653,1.729,0.503,0.945,1.2981,0.00039
4000,6.69,315.8,310.367596,1.975,0.776,1.0,1.45866,0.00039
4001,6.24,725.7,578.034906,1.067,0.232,0.715,1.54617,0.00035
4002,5.2,1456.2,379.552143,1.005,0.317,0.961,1.4461,0.0004
4003,3.49,1451.4,453.982535,1.528,0.534,0.895,1.35979,0.00041
4004,7.66,1410.2,558.147687,1.912,0.787,0.755,1.31278,0.00042
4005,4.19,1434.4,519.613979,1.14,0.411,0.816,1.30894,0.00039
4006,2.68,796.5,516.273306,1.212,0.343,0.821,1.3512,0.00041
4007,2.78,790.1,587.204674,1.165,0.267,0.694,1.34706,0.00039
4008,2.4,872.3,550.368952,1.511,0.416,0.768,1.32541,0.00043
4009,2.53,1503.8,439.110937,1.078,0.324,0.91,1.30644,0.00038
4010,8.97,819.7,507.512901,1.345,0.514,0.833,1.40016,0.00037
4011,7.79,1480.1,463.25135,1.502,0.378,0.885,1.58901,0.00036
4012,4.93,1406.0,369.938404,1.677,0.656,0.967,1.35505,0.00039
4013,4.72,1660.3,308.55478,1.051,0.312,1.0,1.45859,0.00041
4014,4.96,1586.3,509.483073,1.586,0.363,0.83,1.50079,0.00041
4015,4.42,799.7,585.288808,1.887,0.788,0.699,1.21363,0.0004
4016,2.94,719.1,386.701499,1.242,0.49,0.955,1.24078,0.00044
4017,2.07,1097.0,382.549996,1.976,0.381,0.958,1.10599,0.00039
4018,8.12,422.7,301.231158,1.76,0.404,1.003,1.61005,0.0004
4019,7.7,966.7,429.438592,1.245,0.548,0.919,1.22446,0.00042
4020,2.42,1622.0,508.115448,1.067,0.424,0.832,1.10296,0.00041
4021,8.47,887.4,450.124699,1.629,0.454,0.899,1.59988,0.00039
4022,7.47,1394.6,388.582614,1.338,0.594,0.954,1.21578,0.00041
4023,7.79,1350.0,379.844434,1.695,0.584,0.96,1.5092,0.00041
4024,6.0,1268.7,508.193669,1.505,0.576,0.832,1.35284,0.00044
4025,3.2,625.3,407.283171,1.202,0.238,0.939,1.31719,0.00036
4026,2.74,977.6,317.293375,1.012,0.425,0.997,1.10773,0.00046
4027,4.08,1506.2,541.984263,1.655,0.338,0.782,1.42912,0.00045
4028,3.72,1244.3,309.98718,1.247,0.397,1.0,1.41619,0.00043
4029,8.49,734.2,411.752675,1.002,0.375,0.935,1.40054,0.00037
4030,1.49,1672.8,514.997928,1.621,0.532,0.823,1.15764,0.0004
4031,6.95,1615.8,377.663091,1.202,0.519,0.962,1.21985,0.00041
4032,4.21,1218.0,573.649506,1.428,0.579,0.725,1.19646,0.00045
4033,7.47,881.7,376.580784,1.198,0.218,0.963,1.5431,0.00035
4034,1.95,1009.6,477.297157,1.893,0.648,0.87,1.26506,0.0004
4035,1.03,1496.5,597.751644,1.696,0.355,0.666,0.91006,0.00039
4036,5.37,1459.3,503.408951,1.233,0.389,0.838,1.45035,0.00034
4037,1.15,1264.5,567.58361,1.455,0.309,0.737,0.97882,0.00037
4038,2.15,674.0,426.511475,1.491,0.273,0.922,1.11559,0.0004
4039,3.35,435.5,336.074244,1.224,0.391,0.988,1.41151,0.00041
4040,7.33,585.5,473.380119,1.755,0.499,0.874,1.58502,0.00037
4041,3.32,546.5,347.001423,1.945,0.873,0.982,1.17537,0.00043
4042,2.45,1798.5,472.036714,1.541,0.639,0.876,1.13118,0.00042
4043,8.66,774.9,473.660545,1.713,0.561,0.874,1.54636,0.00036
4044,2.28,1472.0,426.268617,1.475,0.446,0.922,1.30544,0.00039
4045,7.83,943.9,578.583148,1.341,0.238,0.714,1.57757,0.00041
4046,8.24,668.7,352.740467,1.844,0.405,0.979,1.6029,0.00037
4047,6.65,1348.2,360.052008,1.421,0.339,0.974,1.56532,0.00039
4048,4.65,1005.1,564.849797,1.171,0.377,0.742,1.39723,0.00046
4049,5.25,990.3,306.447936,1.846,0.451,1.001,1.51807,0.00042
4050,1.24,593.5,373.436924,1.991,0.845,0.965,1.03545,0.00041
4051,8.71,726.3,442.444885,1.849,0.562,0.907,1.59137,0.00041
4052,3.83,1602.8,427.444431,1.894,0.876,0.921,1.0812,0.00039
4053,1.23,1138.9,479.189529,1.389,0.366,0.868,1.0524,0.00033
4054,4.26,1746.4,584.03731,1.285,0.502,0.702,1.20317,0.00042
4055,5.26,1061.7,310.844585,1.323,0.31,1.0,1.51439,0.00037
4056,3.15,978.5,530.653834,1.306,0.293,0.8,1.3785,0.00039
4057,8.58,1093.4,458.094897,1.146,0.305,0.891,1.58522,0.00035
4058,6.42,1222.9,356.658746,1.132,0.318,0.976,1.5373,0.00036
4059,4.88,1559.5,303.39319,1.355,0.461,1.002,1.43826,0.00042
4060,4.06,1045.7,383.246993,1.101,0.232,0.958,1.41925,0.00042
4061,8.86,1368.0,580.609211,1.167,0.399,0.709,1.41597,0.00041
4062,3.81,941.2,431.103353,1.201,0.451,0.918,1.31089,0.00041
4063,6.01,607.0,588.769727,1.997,0.585,0.69,1.52936,0.00038
4064,1.59,1510.2,549.971277,1.244,0.365,0.769,1.16876,0.0004
4065,6.01,1453.2,351.791681,1.161,0.215,0.979,1.47839,0.00038
4066,6.1,1414.0,577.982327,1.823,0.677,0.715,1.36671,0.00042
4067,4.29,1031.2,408.791523,1.468,0.51,0.938,1.41418,0.00039
4068,4.3,922.9,568.395511,1.1,0.369,0.735,1.35452,0.00043
4069,1.23,988.4,516.588599,1.582,0.673,0.82,0.94945,0.00035
4070,1.15,647.4,549.462339,1.757,0.743,0.77,0.94588,0.00045
4071,5.57,550.3,362.439138,1.586,0.489,0.972,1.53316,0.00036
4072,2.64,331.1,313.184406,1.482,0.223,0.999,1.02252,0.00035
4073,7.47,1222.8,506.785349,1.609,0.695,0.834,1.25686,0.00035
4074,3.2,770.4,411.002171,1.456,0.587,0.936,1.25088,0.00038
4075,8.03,949.3,577.449439,1.379,0.471,0.716,1.44162,0.00033
4076,4.94,1370.5,354.121032,1.346,0.42,0.978,1.47415,0.00043
4077,1.03,1493.8,539.350193,1.458,0.56,0.787,0.95921,0.00039
4078,2.85,668.6,583.65565,1.186,0.473,0.702,1.13991,0.00047
4079,5.34,559.2,470.964644,1.686,0.425,0.877,1.54009,0.00041
4080,3.24,1500.6,526.533549,1.171,0.435,0.806,1.23824,0.00043
4081,5.32,1387.0,510.805041,1.791,0.435,0.828,1.5251,0.00035
4082,1.69,524.2,315.050422,1.049,0.337,0.998,1.21674,0.00045
4083,5.18,788.2,576.217963,1.793,0.639,0.719,1.3969,0.00035
4084,5.83,876.9,402.500751,1.905,0.648,0.943,1.49935,0.00046
4085,2.83,682.3,536.45109,1.857,0.83,0.791,1.07553,0.00038
4086,2.91,872.0,386.093204,1.696,0.271,0.956,1.12059,0.00039
4087,1.68,1289.5,328.831023,1.458,0.64,0.992,1.01255,0.00042
4088,5.64,1173.1,547.811775,1.336,0.498,0.773,1.33604,0.00045
4089,1.98,1750.0,303.058965,1.205,0.514,1.002,1.04322,0.00041
4090,3.78,1577.1,565.512482,1.111,0.302,0.741,1.40763,0.00039
4091,4.43,1386.6,504.92818,1.112,0.336,0.836,1.42617,0.00038
4092,2.33,1027.9,301.28655,1.654,0.747,1.003,1.05783,0.00041
4093,4.57,855.0,529.737159,1.505,0.452,0.801,1.47073,0.00039
4094,3.32,603.9,462.945486,1.666,0.526,0.886,1.41614,0.00043
4095,6.09,786.9,546.54561,1.689,0.626,0.775,1.39741,0.00039
4096,7.95,1220.6,307.294896,1.125,0.292,1.001,1.58706,0.00035
4097,1.01,1598.9,522.362168,1.174,0.346,0.812,0.99502,0.00033
4098,7.74,742.1,433.110481,1.801,0.802,0.916,1.27897,0.00041
4099,3.76,522.1,428.367314,1.308,0.253,0.92,1.373,0.00036
4100,1.07,772.3,517.401324,1.766,0.627,0.819,1.06434,0.00032
4101,7.05,1124.9,422.694267,1.25,0.551,0.925,1.20509,0.00037
4102,1.42,1343.6,572.843888,1.785,0.635,0.726,1.11008,0.00043
4103,7.51,1676.2,350.527688,1.242,0.351,0.98,1.55633,0.00036
4104,7.88,1024.4,533.999542,1.428,0.373,0.795,1.58323,0.00038
4105,5.25,790.5,318.348303,1.964,0.502,0.997,1.52825,0.00038
4106,3.02,1443.5,421.43366,1.951,0.54,0.927,1.39223,0.00037
4107,4.82,734.4,382.868254,1.771,0.49,0.958,1.51798,0.00041
4108,1.2,1381.4,540.085331,1.517,0.36,0.785,1.02108,0.00038
4109,3.56,1158.6,423.929274,1.768,0.64,0.924,1.37202,0.00042
4110,2.71,1547.8,551.404162,1.859,0.605,0.767,1.32938,0.00041
4111,4.31,777.2,328.715382,1.301,0.42,0.992,1.45499,0.00041
4112,8.24,786.7,374.757456,1.512,0.38,0.964,1.61215,0.0004
4113,1.55,1010.4,492.925704,1.953,0.356,0.851,0.98235,0.00034
4114,5.84,1073.0,411.373307,1.159,0.23,0.935,1.50455,0.0004
4115,8.35,1542.1,507.108691,1.906,0.668,0.833,1.4853,0.00037
4116,1.16,588.9,425.839864,1.938,0.345,0.923,0.81531,0.00031
4117,8.79,1495.0,519.246648,1.699,0.634,0.817,1.42522,0.00042
4118,7.9,816.5,547.857602,1.994,0.53,0.773,1.59794,0.00036
4119,7.09,359.4,310.267546,1.784,0.462,1.0,1.60052,0.00039
4120,6.4,1185.3,367.168052,1.948,0.567,0.969,1.55953,0.00037
4121,4.55,1279.0,411.804757,1.788,0.747,0.935,1.27635,0.00046
4122,6.64,1650.8,468.124135,1.832,0.35,0.88,1.52266,0.00038
4123,4.35,667.6,444.506642,1.941,0.375,0.905,1.40528,0.00036
4124,4.37,1311.4,499.645472,1.286,0.464,0.843,1.34508,0.00039
4125,8.27,1638.8,454.502211,1.947,0.587,0.895,1.57186,0.00039
4126,2.4,821.3,468.093233,1.113,0.441,0.88,1.15569,0.00042
4127,3.07,476.8,396.615698,1.502,0.605,0.948,1.268,0.00034
4128,3.65,994.6,334.242203,1.782,0.621,0.989,1.4098,0.00039
4129,4.69,523.1,407.402351,1.646,0.238,0.939,1.26153,0.00039
4130,8.27,985.6,375.402038,1.291,0.415,0.964,1.5359,0.00036
4131,2.05,684.1,307.827315,1.359,0.496,1.001,1.25684,0.00039
4132,1.99,486.7,354.081431,1.946,0.865,0.978,1.10306,0.00043
4133,8.61,1542.5,534.500092,1.393,0.436,0.794,1.51107,0.00045
4134,1.43,917.1,391.592125,1.65,0.515,0.952,1.16005,0.00034
4135,5.86,1005.0,497.34674,1.067,0.388,0.846,1.36028,0.00042
4136,3.77,585.8,353.662329,1.124,0.386,0.978,1.39468,0.00043
4137,2.49,860.4,479.002945,1.022,0.293,0.868,1.31877,0.00034
4138,3.18,585.0,382.300895,1.995,0.628,0.959,1.42718,0.00039
4139,6.54,522.9,384.491609,1.639,0.456,0.957,1.57675,0.00038
4140,7.8,773.1,448.973881,1.815,0.694,0.9,1.44414,0.00043
4141,4.04,971.7,501.874042,1.615,0.586,0.84,1.36377,0.00043
4142,5.69,888.3,522.759024,1.691,0.42,0.812,1.54702,0.00041
4143,6.17,977.5,310.689252,1.481,0.493,1.0,1.50459,0.00037
4144,4.21,416.7,336.953031,1.86,0.425,0.988,1.45668,0.0004
4145,4.94,1740.3,521.911362,1.849,0.303,0.813,1.38283,0.00034
4146,5.88,1678.5,585.545885,1.681,0.747,0.698,1.12957,0.00039
4147,1.1,1208.8,396.311813,1.253,0.333,0.948,1.00962,0.00032
4148,2.26,571.7,403.114418,1.279,0.301,0.942,1.27138,0.00043
4149,8.06,1190.5,355.241839,1.707,0.308,0.977,1.53968,0.00038
4150,8.81,808.5,564.254774,1.364,0.59,0.743,1.24765,0.00043
4151,6.55,1746.7,317.63478,1.689,0.483,0.997,1.55165,0.00039
4152,1.68,1688.7,455.024857,1.96,0.57,0.894,1.21369,0.00041
4153,1.25,1048.4,566.067036,1.897,0.461,0.74,1.04811,0.00035
4154,5.49,1487.8,324.89259,1.842,0.512,0.994,1.53308,0.00037
4155,7.0,598.9,367.393475,1.579,0.329,0.969,1.56454,0.00039
4156,3.74,1161.4,414.088179,1.932,0.344,0.933,1.29341,0.00044
4157,6.38,1554.8,587.773493,1.818,0.56,0.693,1.48654,0.00038
4158,2.81,1330.6,336.680033,1.667,0.607,0.988,1.3226,0.00041
4159,7.01,763.0,335.909277,1.929,0.801,0.988,1.38085,0.00042
4160,6.29,1552.5,406.031838,1.391,0.609,0.94,1.2064,0.00039
4161,4.77,815.3,433.204386,1.556,0.409,0.916,1.51239,0.00038
4162,4.56,1656.4,312.665953,1.852,0.84,0.999,1.16756,0.00042
4163,8.01,924.0,573.72324,1.084,0.361,0.724,1.43239,0.00043
4164,4.03,916.1,533.91587,1.336,0.389,0.795,1.44111,0.00041
4165,1.05,613.8,452.3985,1.455,0.539,0.897,1.05226,0.00038
4166,3.98,1520.5,347.198918,1.439,0.528,0.982,1.3616,0.00037
4167,6.26,1233.4,597.445341,1.012,0.256,0.667,1.50512,0.00035
4168,2.52,1333.0,503.578519,1.459,0.654,0.838,0.99587,0.00041
4169,8.83,961.7,512.580915,1.358,0.608,0.826,1.22097,0.00041
4170,4.48,1268.5,450.973993,1.456,0.55,0.898,1.34199,0.00039
4171,2.59,1095.3,520.952234,1.076,0.377,0.814,1.24706,0.00048
4172,5.51,1621.0,404.133085,1.814,0.338,0.941,1.4499,0.0004
4173,5.36,1484.0,442.75254,1.631,0.69,0.907,1.25263,0.00039
4174,7.15,1656.4,336.757883,1.847,0.377,0.988,1.54326,0.00034
4175,7.96,633.8,310.53779,1.504,0.221,1.0,1.44484,0.0004
4176,4.16,1122.0,558.383576,1.075,0.3,0.754,1.43192,0.00037
4177,4.91,1432.0,596.813976,1.273,0.258,0.669,1.4825,0.00038
4178,8.6,495.3,484.75018,1.481,0.641,0.861,1.30146,0.00036
4179,1.63,643.0,318.984709,1.703,0.221,0.996,0.67671,0.00031
4180,2.67,1420.7,566.343847,1.746,0.801,0.739,0.96187,0.00043
4181,3.92,713.1,468.535547,1.937,0.887,0.88,1.12542,0.00041
4182,1.48,943.1,309.981648,1.402,0.581,1.0,1.06814,0.00045
4183,2.58,1757.6,313.511057,1.898,0.713,0.999,1.29376,0.00039
4184,6.35,1556.8,339.067487,1.345,0.474,0.986,1.44858,0.00039
